id_vivienda,estrato,municipio,id_hogar,numero_personas,numero_hombres,numero_mujeres,felicidad_bin,satisfaccion_bin,menores_18,mayores_62,adultos_18_62,alguien_no_lee>10,personas_educandose,personas_no_sanas,personas_trabajaron_ultimos_7_dias,alguien_afiliado_pensiones,frec_problemas_alimentacion,compara_situacion_año_pasado,empleo_proporciona_condiciones_economicas,ciudad_ofrece_oportunidades,control_decisiones,probabilidad_victima_delito,se_considera_pobre,ingreso_mensual_hogar_para_necesidades_SMMLV,felicidad_hogar,satisfaccion_hogar_forma_vida,rango_SMMLV_necesidades_mes,nivel_sisben,max_antigüedad_empleo_años,frec_problemas_vestir,frec_problemas_medicamentos,frec_problemas_vivienda,frec_problemas_asistencia_escolar,ha_sido_victima_robo,ingreso_mensual_hogar
2019_bar_43,1.0,barranquilla,43.0,5.0,2.0,3.0,1.0,1.0,3.0,0.0,2.0,no,2.0,0.0,2.0,si,a veces,peor,no,si,control sobre algunas decisiones,algo probable,si,entre 1 y 2 salarios mínimos,muy feliz,satisfecho,entre 1 y 2 salarios mínimos,1.0,3.0,raramente,nunca,nunca,nunca,no,1200000.0
2019_bar_44,2.0,barranquilla,44.0,3.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,no,1.0,0.0,2.0,si,raramente,igual,no,si,control sobre la mayoría de decisiones,algo probable,si,entre 1 y 2 salarios mínimos,muy feliz,satisfecho,entre 2 y 5 salarios mínimos,2.0,2.0,raramente,raramente,raramente,raramente,no,1500000.0
2019_bar_45,1.0,barranquilla,45.0,3.0,2.0,1.0,1.0,1.0,1.0,0.0,2.0,no,1.0,0.0,2.0,si,nunca,mejor,no,si,control sobre algunas decisiones,algo probable,si,entre 1 y 2 salarios mínimos,muy feliz,satisfecho,entre 2 y 5 salarios mínimos,1.0,3.0,nunca,nunca,nunca,nunca,no,1200000.0
2019_bar_46,1.0,barranquilla,46.0,3.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,no,1.0,0.0,1.0,si,raramente,igual,no,si,control sobre algunas decisiones,algo probable,si,entre 1 y 2 salarios mínimos,muy feliz,satisfecho,entre 1 y 2 salarios mínimos,1.0,2.0,nunca,nunca,nunca,nunca,no,828116.0
2019_bar_47,2.0,barranquilla,47.0,3.0,1.0,2.0,1.0,1.0,2.0,0.0,1.0,no,2.0,0.0,0.0,no,a veces,peor,no,si,control sobre algunas decisiones,algo probable,si,menos de 1 salario mínimo,muy feliz,satisfecho,entre 1 y 2 salarios mínimos,3.0,0.0,nunca,siempre,raramente,nunca,no,150000.0
2019_bar_48,3.0,barranquilla,48.0,4.0,3.0,1.0,1.0,1.0,2.0,0.0,2.0,no,2.0,0.0,1.0,no,raramente,peor,no,si,control sobre algunas decisiones,algo probable,si,entre 1 y 2 salarios mínimos,muy feliz,satisfecho,entre 1 y 2 salarios mínimos,2.0,23.0,raramente,nunca,nunca,nunca,no,1200000.0
2019_bar_49,1.0,barranquilla,49.0,4.0,3.0,1.0,1.0,1.0,2.0,0.0,2.0,si,1.0,0.0,2.0,si,nunca,mejor,no,si,control sobre todas las decisiones,algo probable,si,entre 2 y 5 salarios mínimos,muy feliz,satisfecho,entre 2 y 5 salarios mínimos,1.0,3.0,nunca,nunca,nunca,nunca,no,3500000.0
2019_bar_50,1.0,barranquilla,50.0,3.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,no,1.0,0.0,1.0,si,nunca,igual,no,si,control sobre algunas decisiones,algo probable,si,entre 1 y 2 salarios mínimos,muy feliz,satisfecho,entre 2 y 5 salarios mínimos,1.0,4.0,nunca,nunca,nunca,nunca,no,828116.0
2019_bar_51,2.0,barranquilla,51.0,3.0,1.0,2.0,1.0,1.0,2.0,0.0,1.0,no,0.0,0.0,1.0,si,nunca,igual,no,si,control sobre algunas decisiones,algo probable,si,entre 1 y 2 salarios mínimos,muy feliz,satisfecho,entre 2 y 5 salarios mínimos,1.0,0.91,nunca,nunca,nunca,nunca,no,900000.0
2019_gal_52,2.0,galapa,52.0,3.0,0.0,3.0,1.0,1.0,2.0,0.0,1.0,no,0.0,0.0,1.0,si,a veces,igual,si,no,control sobre la mayoría de decisiones,muy probable,si,menos de 1 salario mínimo,muy feliz,satisfecho,entre 1 y 2 salarios mínimos,1.0,8.0,a menudo,a veces,raramente,nunca,no,700000.0
2019_gal_53,1.0,galapa,53.0,3.0,1.0,2.0,1.0,1.0,0.0,0.0,3.0,no,0.0,0.0,0.0,si,a menudo,igual,no,no,control sobre todas las decisiones,muy probable,si,entre 1 y 2 salarios mínimos,muy feliz,satisfecho,entre 1 y 2 salarios mínimos,2.0,0.0,a veces,raramente,nunca,nunca,no,1300000.0
2019_gal_54,1.0,galapa,54.0,2.0,0.0,2.0,1.0,1.0,0.0,0.0,2.0,no,0.0,0.0,1.0,si,a veces,peor,no,no,control sobre la mayoría de decisiones,algo probable,no,menos de 1 salario mínimo,muy feliz,muy satisfecho,entre 2 y 5 salarios mínimos,3.0,9.0,a menudo,a veces,raramente,raramente,no,750000.0
2019_gal_55,1.0,galapa,55.0,3.0,2.0,1.0,1.0,0.0,2.0,0.0,1.0,no,2.0,0.0,0.0,no,a veces,peor,no,no,control sobre la mayoría de decisiones,algo probable,no,menos de 1 salario mínimo,muy feliz,insatisfecho,entre 1 y 2 salarios mínimos,3.0,0.0,raramente,a menudo,nunca,a veces,no,500000.0
2019_bar_56,1.0,barranquilla,56.0,3.0,2.0,1.0,1.0,1.0,1.0,0.0,2.0,no,1.0,0.0,1.0,si,nunca,peor,no,no,control sobre algunas decisiones,algo probable,si,menos de 1 salario mínimo,muy feliz,muy satisfecho,entre 2 y 5 salarios mínimos,1.0,2.0,nunca,nunca,nunca,nunca,no,800000.0
2019_bar_57,2.0,barranquilla,57.0,3.0,2.0,1.0,1.0,1.0,1.0,0.0,2.0,no,1.0,0.0,0.0,no,a veces,mejor,no,si,control sobre todas las decisiones,algo probable,si,menos de 1 salario mínimo,muy feliz,muy satisfecho,entre 2 y 5 salarios mínimos,1.0,0.0,nunca,nunca,nunca,nunca,no,300000.0
2019_bar_58,1.0,barranquilla,58.0,4.0,2.0,2.0,1.0,1.0,1.0,0.0,3.0,no,0.0,0.0,2.0,si,nunca,mejor,no,si,control sobre la mayoría de decisiones,poco probable,si,entre 1 y 2 salarios mínimos,muy feliz,muy satisfecho,entre 2 y 5 salarios mínimos,3.0,30.0,nunca,nunca,nunca,nunca,no,828116.0
2019_bar_59,1.0,barranquilla,59.0,3.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,no,2.0,0.0,2.0,si,nunca,peor,no,si,control sobre la mayoría de decisiones,poco probable,si,entre 2 y 5 salarios mínimos,muy feliz,satisfecho,entre 2 y 5 salarios mínimos,3.0,2.0,nunca,nunca,nunca,nunca,no,1800000.0
2019_bar_60,1.0,barranquilla,60.0,4.0,2.0,2.0,1.0,1.0,2.0,0.0,2.0,no,2.0,0.0,1.0,si,raramente,igual,no,si,control sobre algunas decisiones,algo probable,si,entre 1 y 2 salarios mínimos,muy feliz,satisfecho,entre 2 y 5 salarios mínimos,3.0,2.0,raramente,nunca,nunca,nunca,no,1100000.0
2019_bar_61,1.0,barranquilla,61.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,no,0.0,0.0,0.0,no,nunca,igual,no,si,control sobre algunas decisiones,algo probable,si,entre 2 y 5 salarios mínimos,muy feliz,satisfecho,entre 2 y 5 salarios mínimos,2.0,0.0,nunca,nunca,nunca,nunca,no,1800000.0
2019_bar_62,2.0,barranquilla,62.0,3.0,2.0,1.0,1.0,1.0,1.0,0.0,2.0,no,0.0,0.0,1.0,si,nunca,igual,no,si,control sobre algunas decisiones,algo probable,si,entre 1 y 2 salarios mínimos,muy feliz,muy satisfecho,entre 2 y 5 salarios mínimos,3.0,5.0,nunca,nunca,nunca,nunca,no,1200000.0
2019_bar_63,1.0,barranquilla,63.0,3.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,no,1.0,0.0,1.0,no,nunca,igual,no,si,control sobre la mayoría de decisiones,algo probable,si,entre 1 y 2 salarios mínimos,muy feliz,satisfecho,entre 2 y 5 salarios mínimos,2.0,23.0,nunca,nunca,nunca,nunca,no,1200000.0
2019_bar_64,3.0,barranquilla,64.0,4.0,3.0,1.0,1.0,1.0,2.0,0.0,2.0,no,2.0,0.0,1.0,si,nunca,igual,no,si,control sobre algunas decisiones,algo probable,si,entre 1 y 2 salarios mínimos,muy feliz,satisfecho,entre 2 y 5 salarios mínimos,2.0,3.0,nunca,nunca,nunca,nunca,no,828116.0
2019_bar_65,3.0,barranquilla,65.0,3.0,2.0,1.0,1.0,1.0,1.0,0.0,2.0,no,0.0,0.0,1.0,si,nunca,peor,no,no,control sobre algunas decisiones,algo probable,si,entre 1 y 2 salarios mínimos,muy feliz,satisfecho,entre 1 y 2 salarios mínimos,1.0,2.0,nunca,nunca,nunca,nunca,no,828116.0
2019_bar_66,3.0,barranquilla,66.0,5.0,3.0,2.0,1.0,1.0,1.0,0.0,4.0,no,1.0,0.0,4.0,si,nunca,peor,no,si,control sobre algunas decisiones,algo probable,si,entre 1 y 2 salarios mínimos,muy feliz,muy satisfecho,entre 2 y 5 salarios mínimos,3.0,30.0,nunca,nunca,nunca,nunca,no,1500000.0
2019_bar_67,1.0,barranquilla,67.0,2.0,0.0,2.0,1.0,1.0,0.0,1.0,1.0,no,0.0,0.0,1.0,si,nunca,mejor,no,si,control sobre todas las decisiones,algo probable,si,entre 1 y 2 salarios mínimos,muy feliz,muy satisfecho,entre 2 y 5 salarios mínimos,2.0,9.0,nunca,nunca,nunca,nunca,no,828116.0
2019_bar_68,2.0,barranquilla,68.0,4.0,1.0,3.0,1.0,1.0,2.0,0.0,2.0,no,1.0,0.0,1.0,no,nunca,igual,no,si,control sobre algunas decisiones,algo probable,si,menos de 1 salario mínimo,muy feliz,satisfecho,entre 2 y 5 salarios mínimos,1.0,1.0,nunca,nunca,nunca,nunca,no,800000.0
2019_bar_69,1.0,barranquilla,69.0,3.0,2.0,1.0,1.0,1.0,1.0,0.0,2.0,no,1.0,0.0,1.0,si,nunca,igual,no,si,control sobre la mayoría de decisiones,algo probable,si,entre 1 y 2 salarios mínimos,muy feliz,satisfecho,entre 2 y 5 salarios mínimos,3.0,6.0,nunca,nunca,nunca,nunca,no,1200000.0
2019_bar_70,1.0,barranquilla,70.0,3.0,0.0,3.0,1.0,1.0,0.0,0.0,2.0,no,0.0,0.0,1.0,si,a veces,peor,no,no,control sobre algunas decisiones,algo probable,si,menos de 1 salario mínimo,muy feliz,satisfecho,entre 2 y 5 salarios mínimos,1.0,3.0,raramente,siempre,raramente,nunca,no,150000.0
2019_bar_71,2.0,barranquilla,71.0,4.0,2.0,2.0,1.0,1.0,2.0,0.0,2.0,no,2.0,0.0,2.0,si,nunca,igual,no,si,control sobre la mayoría de decisiones,algo probable,si,entre 2 y 5 salarios mínimos,muy feliz,satisfecho,entre 2 y 5 salarios mínimos,2.0,3.0,nunca,nunca,nunca,nunca,no,2000000.0
2019_bar_72,1.0,barranquilla,72.0,3.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,no,1.0,0.0,1.0,si,raramente,mejor,no,si,control sobre la mayoría de decisiones,algo probable,si,entre 1 y 2 salarios mínimos,muy feliz,satisfecho,entre 2 y 5 salarios mínimos,3.0,3.0,raramente,nunca,nunca,nunca,no,900000.0
2019_bar_73,1.0,barranquilla,73.0,3.0,1.0,2.0,1.0,1.0,0.0,0.0,3.0,no,0.0,0.0,3.0,si,raramente,mejor,no,si,control sobre la mayoría de decisiones,poco probable,si,entre 2 y 5 salarios mínimos,muy feliz,satisfecho,entre 2 y 5 salarios mínimos,3.0,6.0,raramente,raramente,raramente,raramente,no,2600000.0
2019_bar_74,2.0,barranquilla,74.0,7.0,4.0,3.0,1.0,1.0,2.0,0.0,5.0,no,2.0,0.0,4.0,si,nunca,igual,no,si,control sobre la mayoría de decisiones,algo probable,si,entre 1 y 2 salarios mínimos,muy feliz,satisfecho,entre 2 y 5 salarios mínimos,3.0,8.0,nunca,nunca,nunca,nunca,no,1500000.0
2019_bar_75,1.0,barranquilla,75.0,4.0,2.0,2.0,1.0,1.0,2.0,0.0,2.0,no,2.0,0.0,1.0,no,nunca,igual,no,no,control sobre la mayoría de decisiones,algo probable,si,entre 1 y 2 salarios mínimos,muy feliz,satisfecho,entre 2 y 5 salarios mínimos,2.0,10.0,nunca,nunca,nunca,nunca,no,1200000.0
2019_bar_76,1.0,barranquilla,76.0,4.0,2.0,2.0,1.0,1.0,0.0,0.0,4.0,no,1.0,0.0,2.0,si,raramente,igual,no,no,control sobre algunas decisiones,algo probable,si,entre 2 y 5 salarios mínimos,muy feliz,satisfecho,entre 2 y 5 salarios mínimos,3.0,2.0,a veces,raramente,raramente,raramente,no,2000000.0
2019_bar_77,1.0,barranquilla,77.0,3.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,no,1.0,0.0,2.0,si,nunca,mejor,si,si,control sobre la mayoría de decisiones,algo probable,si,entre 2 y 5 salarios mínimos,muy feliz,satisfecho,entre 2 y 5 salarios mínimos,2.0,8.0,nunca,nunca,nunca,nunca,no,2000000.0
2019_bar_78,1.0,barranquilla,78.0,2.0,0.0,2.0,1.0,1.0,0.0,0.0,2.0,no,0.0,0.0,2.0,si,nunca,peor,no,no,control sobre algunas decisiones,algo probable,si,entre 1 y 2 salarios mínimos,muy feliz,satisfecho,entre 2 y 5 salarios mínimos,1.0,5.0,nunca,nunca,nunca,nunca,no,1200000.0
2019_bar_79,2.0,barranquilla,79.0,3.0,2.0,1.0,1.0,1.0,2.0,0.0,1.0,no,1.0,0.0,1.0,si,nunca,igual,no,no,control sobre la mayoría de decisiones,algo probable,si,entre 1 y 2 salarios mínimos,muy feliz,satisfecho,entre 2 y 5 salarios mínimos,1.0,4.0,nunca,nunca,nunca,nunca,no,1200000.0
2019_bar_80,3.0,barranquilla,80.0,3.0,2.0,1.0,1.0,1.0,1.0,0.0,2.0,no,1.0,0.0,1.0,si,raramente,mejor,no,no,control sobre algunas decisiones,algo probable,si,entre 1 y 2 salarios mínimos,muy feliz,satisfecho,entre 1 y 2 salarios mínimos,1.0,2.0,nunca,nunca,nunca,nunca,no,828116.0
2019_bar_81,1.0,barranquilla,81.0,3.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,no,1.0,0.0,2.0,si,nunca,igual,no,no,control sobre algunas decisiones,algo probable,si,entre 2 y 5 salarios mínimos,muy feliz,satisfecho,entre 2 y 5 salarios mínimos,1.0,2.0,nunca,nunca,nunca,nunca,no,1900000.0
2019_bar_82,2.0,barranquilla,82.0,4.0,1.0,3.0,1.0,1.0,2.0,0.0,2.0,no,2.0,0.0,1.0,si,nunca,mejor,no,si,control sobre la mayoría de decisiones,algo probable,si,entre 1 y 2 salarios mínimos,muy feliz,satisfecho,entre 2 y 5 salarios mínimos,3.0,5.0,nunca,nunca,nunca,nunca,no,828116.0
2019_bar_83,1.0,barranquilla,83.0,3.0,2.0,1.0,1.0,1.0,1.0,0.0,2.0,no,1.0,0.0,1.0,si,nunca,mejor,no,no,control sobre algunas decisiones,poco probable,si,menos de 1 salario mínimo,muy feliz,satisfecho,entre 1 y 2 salarios mínimos,3.0,5.0,nunca,nunca,nunca,nunca,no,781242.0
2019_bar_84,1.0,barranquilla,84.0,4.0,1.0,3.0,1.0,1.0,2.0,0.0,2.0,no,2.0,0.0,1.0,no,nunca,peor,no,si,control sobre algunas decisiones,algo probable,si,entre 1 y 2 salarios mínimos,muy feliz,satisfecho,entre 2 y 5 salarios mínimos,1.0,10.0,nunca,nunca,nunca,nunca,no,1500000.0
2019_bar_85,2.0,barranquilla,85.0,4.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,no,1.0,0.0,1.0,si,nunca,mejor,no,si,control sobre algunas decisiones,algo probable,si,entre 1 y 2 salarios mínimos,muy feliz,satisfecho,entre 2 y 5 salarios mínimos,2.0,2.0,nunca,nunca,nunca,nunca,no,1000000.0
2019_bar_86,3.0,barranquilla,86.0,3.0,2.0,1.0,1.0,1.0,1.0,0.0,2.0,si,1.0,0.0,1.0,si,nunca,igual,no,si,control sobre algunas decisiones,algo probable,si,entre 1 y 2 salarios mínimos,muy feliz,satisfecho,entre 1 y 2 salarios mínimos,1.0,2.0,nunca,nunca,nunca,nunca,no,1000000.0
2019_bar_87,3.0,barranquilla,87.0,4.0,2.0,2.0,1.0,1.0,3.0,0.0,1.0,no,3.0,0.0,1.0,si,a veces,mejor,no,si,control sobre todas las decisiones,algo probable,si,menos de 1 salario mínimo,muy feliz,satisfecho,entre 2 y 5 salarios mínimos,1.0,5.0,raramente,nunca,nunca,nunca,si,500000.0
2019_bar_88,2.0,barranquilla,88.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,no,0.0,0.0,1.0,si,a veces,mejor,no,si,control sobre la mayoría de decisiones,poco probable,si,menos de 1 salario mínimo,muy feliz,satisfecho,entre 1 y 2 salarios mínimos,1.0,6.0,raramente,nunca,nunca,nunca,no,500000.0
2019_bar_89,3.0,barranquilla,89.0,3.0,0.0,3.0,1.0,1.0,1.0,1.0,1.0,no,1.0,0.0,1.0,si,nunca,igual,no,no,control sobre algunas decisiones,algo probable,si,entre 1 y 2 salarios mínimos,muy feliz,satisfecho,entre 2 y 5 salarios mínimos,1.0,4.0,nunca,nunca,nunca,nunca,no,828116.0
2019_bar_90,3.0,barranquilla,90.0,4.0,2.0,2.0,1.0,1.0,2.0,0.0,2.0,no,2.0,0.0,2.0,no,raramente,igual,no,si,control sobre algunas decisiones,poco probable,si,entre 2 y 5 salarios mínimos,muy feliz,satisfecho,entre 2 y 5 salarios mínimos,1.0,10.0,raramente,nunca,nunca,nunca,no,1800000.0
2019_bar_91,3.0,barranquilla,91.0,3.0,1.0,2.0,1.0,1.0,0.0,1.0,2.0,no,0.0,0.0,2.0,no,nunca,igual,si,si,control sobre algunas decisiones,algo probable,si,entre 2 y 5 salarios mínimos,muy feliz,satisfecho,entre 2 y 5 salarios mínimos,1.0,10.0,nunca,nunca,nunca,nunca,no,2000000.0
2019_bar_92,3.0,barranquilla,92.0,5.0,2.0,3.0,1.0,1.0,2.0,0.0,3.0,no,3.0,0.0,2.0,si,nunca,igual,no,si,control sobre la mayoría de decisiones,algo probable,si,entre 1 y 2 salarios mínimos,muy feliz,satisfecho,entre 2 y 5 salarios mínimos,1.0,4.0,nunca,nunca,nunca,nunca,no,1500000.0
2019_bar_93,3.0,barranquilla,93.0,3.0,0.0,3.0,1.0,1.0,1.0,0.0,2.0,no,1.0,0.0,1.0,si,nunca,igual,no,no,control sobre algunas decisiones,algo probable,si,entre 1 y 2 salarios mínimos,muy feliz,satisfecho,entre 2 y 5 salarios mínimos,3.0,6.0,nunca,nunca,nunca,nunca,no,900000.0
2019_bar_94,1.0,barranquilla,94.0,4.0,3.0,1.0,1.0,1.0,2.0,0.0,2.0,no,0.0,0.0,1.0,si,nunca,igual,no,si,control sobre algunas decisiones,algo probable,si,entre 1 y 2 salarios mínimos,muy feliz,satisfecho,entre 1 y 2 salarios mínimos,1.0,2.0,nunca,nunca,nunca,nunca,no,900000.0
2019_bar_95,3.0,barranquilla,95.0,3.0,2.0,1.0,1.0,1.0,1.0,0.0,2.0,no,0.0,0.0,2.0,si,nunca,igual,no,si,control sobre algunas decisiones,algo probable,si,entre 1 y 2 salarios mínimos,muy feliz,satisfecho,entre 2 y 5 salarios mínimos,2.0,4.0,nunca,nunca,nunca,nunca,no,1600000.0
2019_bar_96,1.0,barranquilla,96.0,3.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,no,0.0,0.0,0.0,si,nunca,igual,no,si,control sobre algunas decisiones,poco probable,si,entre 1 y 2 salarios mínimos,muy feliz,satisfecho,entre 1 y 2 salarios mínimos,1.0,0.0,nunca,nunca,nunca,nunca,no,950000.0
2019_bar_97,1.0,barranquilla,97.0,3.0,1.0,2.0,1.0,1.0,0.0,0.0,3.0,no,0.0,0.0,2.0,si,nunca,peor,no,si,control sobre algunas decisiones,poco probable,si,entre 1 y 2 salarios mínimos,muy feliz,satisfecho,entre 2 y 5 salarios mínimos,1.0,6.0,nunca,nunca,nunca,nunca,no,1500000.0
2019_bar_98,2.0,barranquilla,98.0,4.0,3.0,1.0,0.0,0.0,3.0,0.0,1.0,no,3.0,0.0,1.0,si,a veces,igual,no,no,control sobre todas las decisiones,muy probable,si,menos de 1 salario mínimo,nada feliz,insatisfecho,entre 2 y 5 salarios mínimos,3.0,25.0,a menudo,a veces,a veces,a veces,no,800000.0
2019_bar_99,3.0,barranquilla,99.0,5.0,4.0,1.0,1.0,1.0,2.0,0.0,2.0,no,3.0,0.0,1.0,si,a menudo,mejor,no,no,control sobre la mayoría de decisiones,muy probable,si,entre 1 y 2 salarios mínimos,muy feliz,satisfecho,entre 2 y 5 salarios mínimos,3.0,4.0,a veces,a veces,a veces,a veces,no,900000.0
2019_bar_100,2.0,barranquilla,100.0,5.0,3.0,2.0,1.0,1.0,2.0,0.0,3.0,no,2.0,0.0,1.0,si,a veces,igual,no,no,control sobre todas las decisiones,muy probable,si,entre 1 y 2 salarios mínimos,muy feliz,satisfecho,entre 2 y 5 salarios mínimos,2.0,10.0,a veces,raramente,nunca,a veces,no,900000.0
2019_mal_101,1.0,malambo,101.0,8.0,4.0,4.0,1.0,1.0,2.0,0.0,6.0,si,0.0,2.0,3.0,si,a veces,peor,no,no,control sobre algunas decisiones,algo probable,no,menos de 1 salario mínimo,muy feliz,muy satisfecho,entre 1 y 2 salarios mínimos,3.0,0.5,a menudo,raramente,nunca,a veces,si,781242.0
2019_mal_102,1.0,malambo,102.0,4.0,3.0,1.0,1.0,1.0,2.0,0.0,2.0,no,1.0,0.0,1.0,si,nunca,igual,no,no,control sobre todas las decisiones,poco probable,si,entre 1 y 2 salarios mínimos,muy feliz,satisfecho,entre 1 y 2 salarios mínimos,3.0,2.0,a menudo,a veces,raramente,nunca,si,828116.0
2019_mal_103,1.0,malambo,103.0,4.0,2.0,2.0,1.0,1.0,2.0,0.0,2.0,no,2.0,0.0,2.0,no,a veces,peor,no,no,control sobre la mayoría de decisiones,algo probable,si,menos de 1 salario mínimo,muy feliz,muy satisfecho,entre 1 y 2 salarios mínimos,3.0,8.0,raramente,a veces,nunca,nunca,no,500000.0
2019_mal_104,2.0,malambo,104.0,4.0,1.0,3.0,1.0,1.0,2.0,0.0,2.0,no,1.0,0.0,1.0,si,a veces,peor,no,si,control sobre la mayoría de decisiones,algo probable,no,entre 1 y 2 salarios mínimos,muy feliz,muy satisfecho,entre 2 y 5 salarios mínimos,3.0,2.0,nunca,raramente,nunca,nunca,no,828116.0
2019_sol_105,1.0,soledad,105.0,4.0,3.0,1.0,1.0,1.0,2.0,0.0,2.0,no,2.0,0.0,1.0,si,raramente,igual,si,si,control sobre algunas decisiones,poco probable,no,entre 1 y 2 salarios mínimos,muy feliz,satisfecho,entre 1 y 2 salarios mínimos,2.0,10.0,raramente,nunca,nunca,raramente,no,1000000.0
2019_gal_106,1.0,galapa,106.0,4.0,1.0,3.0,1.0,1.0,2.0,0.0,2.0,no,1.0,0.0,2.0,no,raramente,mejor,no,no,control sobre todas las decisiones,algo probable,si,entre 1 y 2 salarios mínimos,muy feliz,satisfecho,entre 2 y 5 salarios mínimos,3.0,4.0,raramente,raramente,nunca,nunca,no,1200000.0
2019_gal_107,2.0,galapa,107.0,4.0,1.0,3.0,1.0,1.0,3.0,0.0,1.0,no,3.0,0.0,0.0,no,a veces,peor,no,no,control sobre la mayoría de decisiones,algo probable,no,menos de 1 salario mínimo,muy feliz,muy satisfecho,entre 1 y 2 salarios mínimos,2.0,0.0,raramente,raramente,raramente,raramente,no,570000.0
2019_gal_108,1.0,galapa,108.0,4.0,2.0,2.0,1.0,0.0,1.0,0.0,3.0,no,2.0,0.0,0.0,si,raramente,peor,si,no,control sobre todas las decisiones,nada probable,no,entre 1 y 2 salarios mínimos,muy feliz,insatisfecho,entre 1 y 2 salarios mínimos,1.0,0.0,raramente,raramente,raramente,raramente,no,1000000.0
2019_gal_109,2.0,galapa,109.0,4.0,0.0,4.0,1.0,1.0,0.0,0.0,4.0,si,0.0,0.0,0.0,si,raramente,igual,no,no,control sobre todas las decisiones,poco probable,no,entre 1 y 2 salarios mínimos,muy feliz,satisfecho,entre 2 y 5 salarios mínimos,3.0,0.0,raramente,raramente,raramente,raramente,no,1400000.0
2019_bar_110,3.0,barranquilla,110.0,4.0,3.0,1.0,1.0,1.0,2.0,0.0,2.0,no,1.0,0.0,1.0,no,a veces,peor,si,no,control sobre algunas decisiones,poco probable,si,menos de 1 salario mínimo,muy feliz,muy satisfecho,entre 2 y 5 salarios mínimos,2.0,2.0,a menudo,a veces,siempre,nunca,si,800000.0
2019_gal_111,1.0,galapa,111.0,4.0,2.0,2.0,1.0,1.0,3.0,0.0,1.0,no,2.0,0.0,1.0,no,nunca,igual,si,no,control sobre la mayoría de decisiones,muy probable,si,menos de 1 salario mínimo,muy feliz,muy satisfecho,entre 1 y 2 salarios mínimos,1.0,1.25,nunca,nunca,raramente,nunca,no,600000.0
2019_pue_112,1.0,puerto colombia,112.0,4.0,2.0,2.0,1.0,1.0,0.0,0.0,3.0,no,1.0,0.0,2.0,si,a veces,igual,no,si,control sobre algunas decisiones,algo probable,si,entre 1 y 2 salarios mínimos,muy feliz,muy satisfecho,entre 1 y 2 salarios mínimos,1.0,21.0,a veces,raramente,nunca,nunca,no,898750.0
2019_pue_113,1.0,puerto colombia,113.0,5.0,3.0,2.0,1.0,1.0,1.0,0.0,4.0,si,1.0,0.0,3.0,si,raramente,mejor,no,si,control sobre la mayoría de decisiones,algo probable,si,entre 1 y 2 salarios mínimos,muy feliz,muy satisfecho,entre 1 y 2 salarios mínimos,1.0,23.0,raramente,nunca,nunca,raramente,si,986400.0
2019_gal_114,2.0,galapa,114.0,4.0,3.0,1.0,1.0,1.0,3.0,0.0,1.0,si,3.0,0.0,0.0,no,a veces,peor,no,no,control sobre la mayoría de decisiones,algo probable,si,menos de 1 salario mínimo,muy feliz,satisfecho,entre 1 y 2 salarios mínimos,2.0,0.0,nunca,siempre,nunca,raramente,no,380000.0
2019_gal_115,1.0,galapa,115.0,4.0,1.0,3.0,1.0,1.0,0.0,0.0,4.0,no,0.0,1.0,2.0,no,raramente,peor,no,no,control sobre la mayoría de decisiones,algo probable,no,entre 1 y 2 salarios mínimos,muy feliz,satisfecho,entre 2 y 5 salarios mínimos,1.0,9.0,raramente,raramente,raramente,raramente,no,1100000.0
2019_gal_116,1.0,galapa,116.0,4.0,1.0,3.0,1.0,0.0,2.0,0.0,2.0,no,3.0,0.0,0.0,no,a veces,peor,no,no,control sobre la mayoría de decisiones,algo probable,si,menos de 1 salario mínimo,muy feliz,insatisfecho,entre 1 y 2 salarios mínimos,1.0,0.0,a menudo,a veces,a menudo,raramente,no,550000.0
2019_mal_117,1.0,malambo,117.0,6.0,4.0,2.0,0.0,1.0,4.0,0.0,2.0,no,4.0,0.0,2.0,no,a veces,peor,si,no,control sobre la mayoría de decisiones,nada probable,si,menos de 1 salario mínimo,nada feliz,satisfecho,menos de 1 salario mínimo,3.0,0.64,siempre,a veces,siempre,nunca,no,300000.0
2019_mal_118,2.0,malambo,118.0,4.0,2.0,2.0,1.0,1.0,2.0,0.0,2.0,no,2.0,0.0,1.0,si,nunca,peor,no,no,control sobre algunas decisiones,algo probable,si,entre 1 y 2 salarios mínimos,muy feliz,muy satisfecho,entre 2 y 5 salarios mínimos,3.0,12.0,nunca,a veces,a veces,nunca,no,828116.0
