id_vivienda,estrato,municipio,id_hogar,numero_personas,numero_hombres,numero_mujeres,felicidad_bin,satisfaccion_bin,menores_18,mayores_62,adultos_18_62,alguien_no_lee>10,personas_educandose,personas_no_sanas,personas_trabajaron_ultimos_7_dias,alguien_afiliado_pensiones,frec_problemas_alimentacion,compara_situacion_año_pasado,empleo_proporciona_condiciones_economicas,ciudad_ofrece_oportunidades,control_decisiones,probabilidad_victima_delito,se_considera_pobre,ingreso_mensual_hogar_para_necesidades_SMMLV,felicidad_hogar,satisfaccion_hogar_forma_vida,rango_SMMLV_necesidades_mes,nivel_sisben,max_antigüedad_empleo_años,frec_problemas_vestir,frec_problemas_medicamentos,frec_problemas_vivienda,frec_problemas_asistencia_escolar,ha_sido_victima_robo,ingreso_mensual_hogar
2019_sol_719,3.0,soledad,719.0,4.0,2.0,2.0,1.0,1.0,0.0,0.0,4.0,no,1.0,0.0,2.0,si,raramente,peor,no,no,control sobre algunas decisiones,poco probable,no,entre 1 y 2 salarios mínimos,bastante feliz,muy satisfecho,entre 2 y 5 salarios mínimos,3.0,3.0,a veces,raramente,raramente,a veces,no,1105000.0
2019_sol_720,3.0,soledad,720.0,5.0,4.0,1.0,1.0,1.0,2.0,0.0,3.0,no,0.0,0.0,2.0,si,raramente,igual,si,no,control sobre algunas decisiones,poco probable,no,entre 1 y 2 salarios mínimos,bastante feliz,satisfecho,entre 1 y 2 salarios mínimos,3.0,30.0,a menudo,raramente,nunca,a veces,no,828116.0
2019_sol_721,3.0,soledad,721.0,5.0,2.0,3.0,1.0,0.0,3.0,0.0,2.0,no,0.0,0.0,2.0,si,raramente,mejor,no,no,control sobre algunas decisiones,poco probable,si,entre 1 y 2 salarios mínimos,bastante feliz,insatisfecho,entre 1 y 2 salarios mínimos,3.0,23.0,a menudo,a veces,raramente,nunca,no,828116.0
2019_sol_722,3.0,soledad,722.0,8.0,6.0,2.0,1.0,1.0,2.0,1.0,5.0,no,1.0,0.0,6.0,si,raramente,mejor,no,si,control sobre todas las decisiones,nada probable,no,entre 1 y 2 salarios mínimos,bastante feliz,satisfecho,entre 2 y 5 salarios mínimos,3.0,20.0,raramente,a veces,raramente,nunca,no,1200000.0
2019_sol_723,3.0,soledad,723.0,5.0,1.0,4.0,1.0,1.0,2.0,0.0,3.0,no,2.0,1.0,3.0,si,raramente,peor,no,no,control sobre algunas decisiones,algo probable,no,entre 2 y 5 salarios mínimos,bastante feliz,satisfecho,entre 1 y 2 salarios mínimos,2.0,10.0,raramente,raramente,raramente,raramente,no,2700000.0
2019_sol_724,3.0,soledad,724.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,no,0.0,0.0,1.0,si,raramente,igual,no,no,control sobre todas las decisiones,poco probable,no,entre 1 y 2 salarios mínimos,bastante feliz,satisfecho,entre 1 y 2 salarios mínimos,2.0,30.0,a menudo,raramente,raramente,nunca,no,850000.0
2019_sol_725,3.0,soledad,725.0,4.0,2.0,2.0,1.0,1.0,0.0,2.0,2.0,no,0.0,0.0,1.0,si,raramente,igual,no,si,control sobre algunas decisiones,nada probable,no,entre 1 y 2 salarios mínimos,bastante feliz,muy satisfecho,entre 1 y 2 salarios mínimos,3.0,2.0,a veces,raramente,raramente,a veces,no,1150000.0
2019_sol_726,3.0,soledad,726.0,6.0,4.0,2.0,1.0,0.0,1.0,1.0,4.0,no,0.0,0.0,2.0,si,raramente,igual,no,no,control sobre la mayoría de decisiones,poco probable,si,menos de 1 salario mínimo,bastante feliz,insatisfecho,entre 1 y 2 salarios mínimos,3.0,15.0,a menudo,a veces,raramente,nunca,no,800000.0
2019_sol_727,3.0,soledad,727.0,3.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,no,1.0,0.0,1.0,si,raramente,mejor,no,si,control sobre la mayoría de decisiones,poco probable,no,entre 1 y 2 salarios mínimos,bastante feliz,satisfecho,entre 2 y 5 salarios mínimos,2.0,3.0,raramente,nunca,raramente,nunca,no,987000.0
2019_sol_728,2.0,soledad,728.0,5.0,3.0,2.0,1.0,1.0,2.0,1.0,2.0,si,1.0,0.0,2.0,si,raramente,igual,no,no,control sobre algunas decisiones,nada probable,no,entre 1 y 2 salarios mínimos,bastante feliz,satisfecho,entre 2 y 5 salarios mínimos,2.0,8.0,raramente,a veces,raramente,nunca,no,1050000.0
2019_sol_729,2.0,soledad,729.0,6.0,3.0,3.0,1.0,1.0,0.0,0.0,6.0,no,1.0,0.0,3.0,si,raramente,igual,no,no,control sobre algunas decisiones,poco probable,no,entre 1 y 2 salarios mínimos,bastante feliz,satisfecho,entre 2 y 5 salarios mínimos,2.0,15.0,raramente,raramente,raramente,nunca,no,1150000.0
2019_sol_730,2.0,soledad,730.0,9.0,6.0,3.0,1.0,1.0,2.0,0.0,7.0,no,1.0,2.0,4.0,si,nunca,mejor,no,si,control sobre la mayoría de decisiones,nada probable,no,entre 1 y 2 salarios mínimos,bastante feliz,satisfecho,entre 1 y 2 salarios mínimos,2.0,30.0,raramente,raramente,raramente,nunca,no,1200000.0
2019_sol_731,2.0,soledad,731.0,5.0,1.0,4.0,1.0,1.0,1.0,0.0,4.0,no,3.0,0.0,2.0,si,nunca,mejor,no,si,control sobre la mayoría de decisiones,algo probable,no,entre 1 y 2 salarios mínimos,bastante feliz,satisfecho,entre 1 y 2 salarios mínimos,2.0,20.0,raramente,raramente,nunca,raramente,no,1000000.0
2019_sol_732,2.0,soledad,732.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,no,0.0,2.0,0.0,no,raramente,peor,no,si,ningún control,algo probable,no,entre 1 y 2 salarios mínimos,nada feliz,insatisfecho,entre 1 y 2 salarios mínimos,2.0,0.0,nunca,a veces,a veces,nunca,no,828116.0
2019_sol_733,2.0,soledad,733.0,5.0,1.0,4.0,1.0,1.0,2.0,2.0,1.0,no,2.0,2.0,1.0,si,nunca,mejor,no,si,control sobre todas las decisiones,nada probable,no,entre 1 y 2 salarios mínimos,bastante feliz,muy satisfecho,entre 2 y 5 salarios mínimos,2.0,8.0,raramente,raramente,raramente,nunca,no,1255000.0
2019_sol_734,2.0,soledad,734.0,6.0,3.0,3.0,1.0,1.0,0.0,2.0,4.0,no,0.0,2.0,4.0,si,nunca,peor,no,no,control sobre todas las decisiones,algo probable,no,entre 1 y 2 salarios mínimos,bastante feliz,satisfecho,entre 2 y 5 salarios mínimos,2.0,9.0,a veces,a veces,nunca,nunca,no,1300000.0
2019_sol_735,2.0,soledad,735.0,3.0,2.0,1.0,1.0,1.0,0.0,0.0,3.0,no,2.0,0.0,2.0,si,nunca,mejor,no,si,control sobre todas las decisiones,algo probable,no,entre 1 y 2 salarios mínimos,bastante feliz,muy satisfecho,entre 1 y 2 salarios mínimos,2.0,2.0,raramente,a veces,nunca,raramente,no,950000.0
2019_sol_736,1.0,soledad,736.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,no,0.0,1.0,1.0,si,a veces,igual,no,no,control sobre algunas decisiones,algo probable,si,entre 1 y 2 salarios mínimos,bastante feliz,satisfecho,entre 2 y 5 salarios mínimos,2.0,2.0,a menudo,a veces,a veces,a veces,no,828116.0
2019_sol_737,2.0,soledad,737.0,4.0,2.0,2.0,1.0,1.0,0.0,0.0,4.0,no,2.0,0.0,2.0,no,nunca,peor,no,si,control sobre la mayoría de decisiones,nada probable,no,entre 1 y 2 salarios mínimos,bastante feliz,muy satisfecho,entre 2 y 5 salarios mínimos,2.0,2.0,raramente,a veces,nunca,raramente,no,958000.0
2019_sol_738,2.0,soledad,738.0,4.0,2.0,2.0,1.0,1.0,1.0,0.0,3.0,no,1.0,0.0,1.0,si,raramente,mejor,si,no,control sobre la mayoría de decisiones,muy probable,no,entre 1 y 2 salarios mínimos,bastante feliz,satisfecho,entre 1 y 2 salarios mínimos,3.0,23.0,a menudo,a veces,raramente,a veces,si,828116.0
2019_sol_739,2.0,soledad,739.0,4.0,1.0,3.0,1.0,0.0,1.0,0.0,3.0,no,1.0,0.0,3.0,si,raramente,mejor,no,no,control sobre algunas decisiones,poco probable,si,entre 1 y 2 salarios mínimos,bastante feliz,insatisfecho,entre 1 y 2 salarios mínimos,2.0,9.0,a menudo,a veces,raramente,nunca,no,828116.0
2019_sol_740,2.0,soledad,740.0,5.0,1.0,4.0,1.0,1.0,3.0,0.0,2.0,no,0.0,0.0,1.0,si,nunca,peor,no,no,control sobre la mayoría de decisiones,algo probable,no,menos de 1 salario mínimo,bastante feliz,muy satisfecho,entre 1 y 2 salarios mínimos,2.0,5.0,nunca,a veces,raramente,a veces,no,750000.0
2019_sol_741,1.0,soledad,741.0,8.0,3.0,5.0,1.0,1.0,3.0,1.0,4.0,si,2.0,0.0,1.0,si,raramente,peor,no,no,control sobre todas las decisiones,nada probable,no,entre 1 y 2 salarios mínimos,bastante feliz,satisfecho,entre 1 y 2 salarios mínimos,1.0,3.0,a veces,raramente,raramente,raramente,no,980000.0
2019_sol_742,1.0,soledad,742.0,4.0,1.0,3.0,1.0,1.0,2.0,0.0,2.0,no,2.0,0.0,1.0,si,raramente,igual,si,si,control sobre algunas decisiones,algo probable,no,entre 1 y 2 salarios mínimos,bastante feliz,satisfecho,entre 1 y 2 salarios mínimos,1.0,8.0,a veces,a veces,raramente,raramente,no,1200000.0
2019_sol_743,1.0,soledad,743.0,6.0,2.0,4.0,1.0,1.0,1.0,1.0,4.0,si,1.0,0.0,2.0,si,raramente,mejor,no,no,control sobre algunas decisiones,algo probable,no,entre 1 y 2 salarios mínimos,bastante feliz,satisfecho,entre 2 y 5 salarios mínimos,1.0,15.0,raramente,raramente,raramente,raramente,no,1200000.0
2019_sol_744,1.0,soledad,744.0,8.0,2.0,6.0,1.0,1.0,2.0,0.0,6.0,no,3.0,0.0,1.0,si,raramente,mejor,no,si,control sobre la mayoría de decisiones,algo probable,no,entre 1 y 2 salarios mínimos,bastante feliz,satisfecho,entre 2 y 5 salarios mínimos,1.0,16.0,a veces,a veces,nunca,raramente,no,1000000.0
2019_sol_745,1.0,soledad,745.0,6.0,4.0,2.0,1.0,1.0,0.0,0.0,6.0,no,1.0,0.0,3.0,si,nunca,mejor,no,si,control sobre la mayoría de decisiones,poco probable,no,entre 2 y 5 salarios mínimos,bastante feliz,satisfecho,entre 2 y 5 salarios mínimos,1.0,4.0,raramente,a veces,nunca,raramente,no,1750000.0
2019_sol_746,1.0,soledad,746.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,no,0.0,0.0,1.0,si,nunca,igual,si,no,control sobre algunas decisiones,nada probable,no,entre 1 y 2 salarios mínimos,bastante feliz,satisfecho,entre 2 y 5 salarios mínimos,1.0,10.0,nunca,a veces,nunca,nunca,no,828116.0
2019_sol_747,1.0,soledad,747.0,5.0,2.0,3.0,1.0,0.0,2.0,0.0,3.0,si,2.0,3.0,2.0,si,raramente,igual,no,no,control sobre algunas decisiones,poco probable,si,entre 1 y 2 salarios mínimos,bastante feliz,insatisfecho,entre 1 y 2 salarios mínimos,1.0,4.0,a menudo,a veces,raramente,nunca,no,828116.0
2019_sol_748,1.0,soledad,748.0,4.0,1.0,3.0,1.0,0.0,2.0,0.0,2.0,no,2.0,1.0,2.0,si,nunca,igual,no,no,control sobre la mayoría de decisiones,algo probable,no,entre 1 y 2 salarios mínimos,bastante feliz,insatisfecho,entre 2 y 5 salarios mínimos,1.0,9.0,raramente,a veces,a veces,nunca,no,1200000.0
2019_sol_749,1.0,soledad,749.0,5.0,2.0,3.0,1.0,1.0,3.0,0.0,2.0,no,3.0,4.0,4.0,si,raramente,peor,si,no,control sobre algunas decisiones,poco probable,no,entre 1 y 2 salarios mínimos,bastante feliz,satisfecho,entre 1 y 2 salarios mínimos,1.0,12.0,a menudo,a veces,nunca,raramente,no,828116.0
2019_sol_750,1.0,soledad,750.0,4.0,2.0,2.0,1.0,1.0,1.0,0.0,2.0,no,2.0,0.0,2.0,si,raramente,mejor,si,no,control sobre algunas decisiones,nada probable,si,entre 1 y 2 salarios mínimos,bastante feliz,satisfecho,entre 2 y 5 salarios mínimos,1.0,12.0,a veces,a veces,nunca,raramente,no,1200000.0
2019_sol_751,1.0,soledad,751.0,6.0,3.0,3.0,1.0,1.0,2.0,1.0,3.0,no,1.0,0.0,3.0,si,raramente,igual,no,no,control sobre algunas decisiones,algo probable,no,entre 1 y 2 salarios mínimos,bastante feliz,satisfecho,entre 1 y 2 salarios mínimos,3.0,10.0,nunca,a veces,a veces,raramente,no,828116.0
2019_sol_752,1.0,soledad,752.0,6.0,2.0,4.0,1.0,1.0,0.0,0.0,6.0,no,1.0,2.0,5.0,si,raramente,mejor,si,si,control sobre todas las decisiones,algo probable,si,entre 1 y 2 salarios mínimos,bastante feliz,satisfecho,entre 2 y 5 salarios mínimos,1.0,15.0,a veces,raramente,raramente,nunca,no,1500000.0
2019_sol_753,1.0,soledad,753.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,no,0.0,0.0,1.0,si,raramente,igual,no,si,control sobre algunas decisiones,algo probable,no,entre 1 y 2 salarios mínimos,bastante feliz,satisfecho,entre 1 y 2 salarios mínimos,1.0,40.0,nunca,a veces,nunca,nunca,no,828116.0
2019_sol_754,1.0,soledad,754.0,3.0,2.0,1.0,1.0,1.0,1.0,0.0,2.0,no,1.0,3.0,2.0,si,raramente,igual,no,si,control sobre todas las decisiones,nada probable,si,entre 1 y 2 salarios mínimos,bastante feliz,satisfecho,entre 2 y 5 salarios mínimos,1.0,15.0,raramente,a veces,raramente,raramente,si,1200000.0
2019_sol_755,1.0,soledad,755.0,4.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,no,0.0,0.0,2.0,si,raramente,peor,si,no,control sobre la mayoría de decisiones,algo probable,no,entre 1 y 2 salarios mínimos,bastante feliz,satisfecho,entre 1 y 2 salarios mínimos,3.0,4.0,nunca,a veces,nunca,a veces,no,828116.0
2019_sol_756,2.0,soledad,756.0,3.0,2.0,1.0,1.0,1.0,0.0,1.0,2.0,no,0.0,0.0,1.0,si,a veces,igual,si,si,control sobre todas las decisiones,algo probable,si,entre 1 y 2 salarios mínimos,bastante feliz,satisfecho,menos de 1 salario mínimo,3.0,9.0,raramente,raramente,raramente,raramente,si,1500000.0
2019_sol_757,1.0,soledad,757.0,6.0,2.0,4.0,0.0,0.0,4.0,0.0,2.0,no,0.0,1.0,2.0,si,raramente,peor,no,no,control sobre algunas decisiones,algo probable,no,entre 1 y 2 salarios mínimos,nada feliz,insatisfecho,entre 2 y 5 salarios mínimos,1.0,4.0,raramente,a veces,raramente,raramente,no,1275000.0
2019_sol_758,1.0,soledad,758.0,3.0,2.0,1.0,1.0,0.0,0.0,0.0,3.0,no,1.0,0.0,1.0,si,raramente,igual,no,no,control sobre la mayoría de decisiones,poco probable,si,menos de 1 salario mínimo,bastante feliz,insatisfecho,entre 1 y 2 salarios mínimos,1.0,10.0,a menudo,a veces,raramente,nunca,no,800000.0
2019_sol_759,1.0,soledad,759.0,8.0,3.0,5.0,1.0,1.0,4.0,0.0,3.0,si,3.0,0.0,5.0,si,a veces,mejor,no,no,control sobre la mayoría de decisiones,nada probable,no,entre 1 y 2 salarios mínimos,bastante feliz,satisfecho,entre 1 y 2 salarios mínimos,1.0,25.0,nunca,raramente,raramente,nunca,no,828116.0
2019_sol_760,1.0,soledad,760.0,4.0,1.0,3.0,1.0,1.0,1.0,0.0,3.0,no,1.0,0.0,4.0,si,raramente,igual,no,no,control sobre algunas decisiones,nada probable,no,entre 1 y 2 salarios mínimos,bastante feliz,satisfecho,entre 1 y 2 salarios mínimos,1.0,6.0,a veces,a veces,raramente,nunca,no,975000.0
2019_sol_761,1.0,soledad,761.0,5.0,2.0,3.0,1.0,1.0,3.0,0.0,2.0,no,3.0,2.0,2.0,si,raramente,mejor,no,si,control sobre la mayoría de decisiones,nada probable,no,entre 1 y 2 salarios mínimos,bastante feliz,satisfecho,entre 1 y 2 salarios mínimos,1.0,16.0,a menudo,raramente,raramente,nunca,no,856750.0
2019_sol_762,1.0,soledad,762.0,5.0,4.0,1.0,1.0,1.0,0.0,2.0,3.0,no,2.0,0.0,2.0,si,a menudo,peor,no,no,ningún control,poco probable,no,entre 1 y 2 salarios mínimos,bastante feliz,satisfecho,entre 2 y 5 salarios mínimos,1.0,32.0,a menudo,a veces,a veces,nunca,si,828116.0
2019_sol_763,1.0,soledad,763.0,3.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,no,1.0,1.0,1.0,no,raramente,peor,no,no,control sobre la mayoría de decisiones,nada probable,no,entre 1 y 2 salarios mínimos,bastante feliz,satisfecho,entre 1 y 2 salarios mínimos,1.0,23.0,a veces,a veces,raramente,nunca,no,890000.0
2019_sol_764,2.0,soledad,764.0,3.0,1.0,2.0,0.0,0.0,1.0,0.0,2.0,no,1.0,0.0,1.0,no,a veces,igual,no,no,control sobre algunas decisiones,nada probable,no,entre 1 y 2 salarios mínimos,nada feliz,insatisfecho,entre 2 y 5 salarios mínimos,2.0,2.0,a menudo,raramente,nunca,nunca,no,828116.0
2019_sol_765,2.0,soledad,765.0,6.0,5.0,1.0,1.0,1.0,2.0,0.0,4.0,no,2.0,0.0,3.0,si,a veces,igual,no,no,control sobre algunas decisiones,algo probable,no,entre 1 y 2 salarios mínimos,bastante feliz,muy satisfecho,entre 2 y 5 salarios mínimos,2.0,18.0,nunca,raramente,nunca,raramente,no,828116.0
2019_sol_766,2.0,soledad,766.0,5.0,2.0,3.0,1.0,1.0,3.0,0.0,2.0,no,1.0,0.0,1.0,no,a veces,mejor,no,si,control sobre la mayoría de decisiones,algo probable,no,entre 1 y 2 salarios mínimos,bastante feliz,satisfecho,entre 1 y 2 salarios mínimos,2.0,11.0,raramente,raramente,a veces,nunca,no,975250.0
2019_sol_767,2.0,soledad,767.0,4.0,3.0,1.0,1.0,1.0,0.0,0.0,3.0,no,2.0,0.0,1.0,si,a veces,igual,si,no,control sobre algunas decisiones,algo probable,no,entre 1 y 2 salarios mínimos,bastante feliz,muy satisfecho,entre 2 y 5 salarios mínimos,2.0,12.0,a menudo,raramente,nunca,raramente,no,828116.0
2019_sol_768,2.0,soledad,768.0,6.0,5.0,1.0,1.0,1.0,2.0,1.0,3.0,no,2.0,0.0,3.0,si,raramente,mejor,no,si,ningún control,nada probable,no,entre 1 y 2 salarios mínimos,bastante feliz,satisfecho,entre 2 y 5 salarios mínimos,2.0,18.0,raramente,a veces,nunca,raramente,no,978900.0
2019_sol_769,2.0,soledad,769.0,5.0,2.0,3.0,1.0,1.0,1.0,0.0,4.0,no,3.0,0.0,1.0,si,a veces,peor,si,no,control sobre la mayoría de decisiones,algo probable,no,entre 1 y 2 salarios mínimos,bastante feliz,satisfecho,entre 2 y 5 salarios mínimos,2.0,6.0,a menudo,raramente,nunca,raramente,no,828116.0
2019_sol_770,2.0,soledad,770.0,3.0,2.0,1.0,1.0,1.0,1.0,0.0,2.0,no,1.0,0.0,1.0,si,a veces,peor,no,no,control sobre la mayoría de decisiones,nada probable,no,entre 1 y 2 salarios mínimos,bastante feliz,muy satisfecho,entre 2 y 5 salarios mínimos,2.0,3.0,nunca,raramente,nunca,raramente,no,828116.0
2019_sol_771,2.0,soledad,771.0,4.0,2.0,2.0,1.0,1.0,1.0,0.0,2.0,no,2.0,0.0,2.0,si,a veces,peor,no,no,control sobre la mayoría de decisiones,nada probable,no,entre 1 y 2 salarios mínimos,bastante feliz,satisfecho,entre 2 y 5 salarios mínimos,2.0,12.0,a veces,raramente,raramente,nunca,no,985250.0
2019_sol_772,2.0,soledad,772.0,2.0,1.0,1.0,1.0,1.0,0.0,2.0,0.0,no,0.0,0.0,0.0,no,a veces,igual,no,no,control sobre algunas decisiones,nada probable,no,entre 1 y 2 salarios mínimos,bastante feliz,satisfecho,entre 2 y 5 salarios mínimos,2.0,0.0,nunca,raramente,nunca,raramente,no,828116.0
2019_sol_773,2.0,soledad,773.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,no,1.0,0.0,1.0,si,a veces,igual,no,si,control sobre algunas decisiones,algo probable,no,entre 1 y 2 salarios mínimos,bastante feliz,satisfecho,entre 1 y 2 salarios mínimos,2.0,4.0,siempre,raramente,raramente,nunca,no,855550.0
2019_sol_774,2.0,soledad,774.0,3.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,no,1.0,0.0,2.0,si,raramente,peor,si,si,control sobre la mayoría de decisiones,nada probable,no,entre 1 y 2 salarios mínimos,bastante feliz,satisfecho,entre 2 y 5 salarios mínimos,2.0,5.0,nunca,nunca,raramente,a veces,no,828116.0
2019_sol_775,2.0,soledad,775.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,no,0.0,0.0,2.0,si,a veces,mejor,no,no,control sobre la mayoría de decisiones,algo probable,no,entre 1 y 2 salarios mínimos,bastante feliz,muy satisfecho,entre 2 y 5 salarios mínimos,2.0,5.0,nunca,raramente,raramente,raramente,no,828116.0
2019_sol_776,1.0,soledad,776.0,3.0,1.0,2.0,1.0,0.0,0.0,0.0,2.0,no,1.0,0.0,2.0,no,raramente,igual,no,no,control sobre algunas decisiones,poco probable,si,entre 1 y 2 salarios mínimos,bastante feliz,insatisfecho,entre 1 y 2 salarios mínimos,1.0,12.0,a veces,a veces,raramente,nunca,no,900000.0
2019_sol_777,1.0,soledad,777.0,5.0,2.0,3.0,1.0,1.0,2.0,0.0,3.0,no,4.0,0.0,1.0,si,a veces,peor,no,no,control sobre algunas decisiones,muy probable,si,entre 1 y 2 salarios mínimos,bastante feliz,satisfecho,entre 2 y 5 salarios mínimos,1.0,20.0,a menudo,a veces,nunca,nunca,no,828116.0
2019_sol_778,2.0,soledad,778.0,3.0,1.0,2.0,0.0,0.0,2.0,0.0,1.0,no,2.0,0.0,1.0,si,nunca,mejor,no,si,control sobre todas las decisiones,muy probable,no,entre 1 y 2 salarios mínimos,nada feliz,insatisfecho,entre 2 y 5 salarios mínimos,3.0,23.0,nunca,raramente,nunca,nunca,no,828116.0
2019_sol_779,1.0,soledad,779.0,3.0,2.0,1.0,1.0,1.0,1.0,0.0,2.0,no,2.0,0.0,2.0,si,raramente,igual,no,no,control sobre la mayoría de decisiones,muy probable,no,entre 1 y 2 salarios mínimos,bastante feliz,satisfecho,entre 2 y 5 salarios mínimos,3.0,12.0,a veces,raramente,nunca,raramente,no,1200000.0
2019_sol_780,2.0,soledad,780.0,3.0,1.0,2.0,1.0,1.0,0.0,0.0,3.0,no,1.0,1.0,1.0,si,a veces,igual,no,no,control sobre algunas decisiones,poco probable,no,entre 1 y 2 salarios mínimos,bastante feliz,satisfecho,entre 1 y 2 salarios mínimos,1.0,2.0,nunca,raramente,nunca,raramente,no,828116.0
2019_sol_781,2.0,soledad,781.0,4.0,2.0,2.0,1.0,1.0,2.0,0.0,2.0,no,1.0,0.0,1.0,si,nunca,mejor,si,si,control sobre algunas decisiones,muy probable,no,entre 1 y 2 salarios mínimos,bastante feliz,satisfecho,entre 2 y 5 salarios mínimos,3.0,14.0,raramente,nunca,nunca,nunca,no,1200000.0
2019_sol_782,1.0,soledad,782.0,4.0,1.0,3.0,1.0,1.0,2.0,0.0,2.0,no,1.0,0.0,1.0,no,nunca,mejor,si,no,control sobre algunas decisiones,muy probable,si,entre 1 y 2 salarios mínimos,bastante feliz,muy satisfecho,entre 1 y 2 salarios mínimos,1.0,2.0,nunca,nunca,nunca,nunca,no,1000000.0
2019_sol_783,2.0,soledad,783.0,4.0,3.0,1.0,1.0,1.0,2.0,0.0,2.0,no,2.0,0.0,1.0,si,nunca,mejor,si,si,control sobre algunas decisiones,muy probable,no,entre 1 y 2 salarios mínimos,bastante feliz,satisfecho,entre 2 y 5 salarios mínimos,3.0,16.0,nunca,nunca,nunca,nunca,no,1500000.0
2019_sol_784,2.0,soledad,784.0,3.0,2.0,1.0,1.0,1.0,0.0,0.0,2.0,no,1.0,1.0,0.0,si,a veces,peor,no,si,control sobre algunas decisiones,muy probable,no,entre 1 y 2 salarios mínimos,bastante feliz,satisfecho,entre 2 y 5 salarios mínimos,3.0,0.0,a veces,raramente,nunca,nunca,no,1100000.0
2019_sol_785,2.0,soledad,785.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,no,1.0,0.0,1.0,no,nunca,igual,no,no,control sobre todas las decisiones,muy probable,no,menos de 1 salario mínimo,bastante feliz,satisfecho,entre 2 y 5 salarios mínimos,3.0,10.0,nunca,raramente,nunca,nunca,no,781242.0
2019_sol_786,1.0,soledad,786.0,3.0,2.0,1.0,1.0,1.0,1.0,0.0,2.0,no,1.0,0.0,2.0,si,nunca,mejor,no,no,control sobre la mayoría de decisiones,muy probable,no,entre 1 y 2 salarios mínimos,bastante feliz,muy satisfecho,entre 2 y 5 salarios mínimos,1.0,23.0,a veces,a veces,nunca,nunca,no,1200000.0
2019_sol_787,1.0,soledad,787.0,5.0,3.0,2.0,1.0,1.0,3.0,0.0,2.0,si,4.0,0.0,1.0,si,raramente,mejor,no,no,control sobre algunas decisiones,muy probable,no,entre 1 y 2 salarios mínimos,bastante feliz,muy satisfecho,entre 1 y 2 salarios mínimos,1.0,23.0,a menudo,a veces,nunca,nunca,no,828116.0
2019_sol_788,1.0,soledad,788.0,4.0,1.0,3.0,1.0,1.0,2.0,0.0,2.0,no,2.0,0.0,1.0,no,raramente,igual,no,no,control sobre algunas decisiones,algo probable,no,entre 1 y 2 salarios mínimos,bastante feliz,muy satisfecho,entre 2 y 5 salarios mínimos,1.0,2.0,nunca,a veces,nunca,nunca,no,828116.0
2019_sol_789,1.0,soledad,789.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,no,0.0,2.0,2.0,no,a veces,mejor,no,no,control sobre algunas decisiones,muy probable,no,menos de 1 salario mínimo,bastante feliz,muy satisfecho,entre 2 y 5 salarios mínimos,1.0,15.0,a menudo,raramente,nunca,nunca,no,500000.0
2019_sol_790,1.0,soledad,790.0,3.0,2.0,1.0,1.0,1.0,1.0,0.0,2.0,no,1.0,0.0,1.0,si,a veces,igual,no,no,control sobre algunas decisiones,muy probable,no,entre 1 y 2 salarios mínimos,bastante feliz,satisfecho,entre 1 y 2 salarios mínimos,1.0,1.0,a menudo,a veces,nunca,nunca,no,828116.0
2019_sol_791,1.0,soledad,791.0,7.0,5.0,2.0,1.0,1.0,5.0,0.0,2.0,no,3.0,0.0,1.0,no,a veces,peor,si,no,control sobre la mayoría de decisiones,muy probable,si,menos de 1 salario mínimo,bastante feliz,satisfecho,entre 1 y 2 salarios mínimos,1.0,6.0,a menudo,raramente,raramente,raramente,no,570000.0
2019_sol_792,2.0,soledad,792.0,4.0,2.0,2.0,1.0,1.0,1.0,0.0,3.0,no,1.0,0.0,1.0,no,a veces,peor,no,no,control sobre la mayoría de decisiones,muy probable,no,menos de 1 salario mínimo,bastante feliz,satisfecho,entre 2 y 5 salarios mínimos,3.0,5.0,raramente,nunca,nunca,nunca,no,500000.0
2019_sol_793,3.0,soledad,793.0,5.0,3.0,2.0,1.0,1.0,1.0,0.0,4.0,no,2.0,0.0,2.0,si,raramente,igual,no,no,control sobre algunas decisiones,algo probable,no,entre 1 y 2 salarios mínimos,bastante feliz,satisfecho,entre 2 y 5 salarios mínimos,3.0,22.0,a menudo,a veces,raramente,nunca,no,828116.0
2019_sol_794,3.0,soledad,794.0,4.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,no,2.0,0.0,1.0,si,raramente,igual,no,no,control sobre algunas decisiones,nada probable,no,entre 1 y 2 salarios mínimos,bastante feliz,satisfecho,entre 1 y 2 salarios mínimos,3.0,10.0,a veces,a veces,raramente,nunca,no,948250.0
