id_vivienda,estrato,municipio,id_hogar,numero_personas,numero_hombres,numero_mujeres,menores_18,mayores_62,adultos_18_62,alguien_no_lee>10,personas_educandose,maxima_educacion,personas_no_sanas,personas_trabajaron_ultimos_7_dias,alguien_afiliado_pensiones,tipo_vivienda,espacios_vivienda,acueducto,alcantarillado,energia_electrica,gas_natural,material_pisos,material_paredes,combustible_cocinar,nevera,lavadora,licuadora,tv,television_por_cable,calentador_agua,microondas,aire_acondicionado,computador,equipo_de_sonido,motocicleta,ventilador,dvd,carro,frec_problemas_alimentacion,compara_situacion_año_pasado,empleo_proporciona_condiciones_economicas,ciudad_ofrece_oportunidades,control_decisiones,probabilidad_victima_delito,se_considera_pobre
2013_pue_442,1.0,puerto colombia,442.0,5.0,3.0,2.0,3.0,0.0,2.0,no,3.0,básica secundaria,0.0,1.0,no,casa,3.0,no,no,si,si,"cemento, gravilla","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,si,si,si,no,no,no,no,no,si,no,si,si,no,a veces,igual,no,si,control sobre la mayoría de decisiones,algo probable,no
2013_pue_443,1.0,puerto colombia,443.0,2.0,1.0,1.0,1.0,0.0,1.0,no,1.0,básica secundaria,0.0,1.0,si,apartamento,2.0,no,no,si,si,"baldosín, ladrillo, vinisol, ladrillo, otros sintéticos","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,si,no,si,no,no,no,no,si,no,no,si,si,no,raramente,mejor,no,no,control sobre la mayoría de decisiones,poco probable,si
2013_pue_444,1.0,puerto colombia,444.0,2.0,2.0,0.0,0.0,0.0,2.0,no,0.0,básica secundaria,0.0,1.0,no,casa,2.0,no,no,si,si,"cemento, gravilla","tapia pisada, adobe",gas natural domiciliario,no,si,no,si,no,no,no,no,no,no,no,si,si,no,a veces,igual,no,si,control sobre la mayoría de decisiones,algo probable,si
2013_pue_445,1.0,puerto colombia,445.0,5.0,2.0,3.0,2.0,1.0,2.0,no,2.0,básica secundaria,1.0,2.0,si,casa,3.0,no,no,si,si,"baldosín, ladrillo, vinisol, ladrillo, otros sintéticos","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,si,si,si,no,no,no,no,no,si,no,si,si,no,a veces,igual,no,no,control sobre muy pocas decisiones,algo probable,no
2013_pue_446,1.0,puerto colombia,446.0,1.0,0.0,1.0,0.0,0.0,1.0,no,0.0,media,0.0,1.0,si,casa,1.0,no,no,si,si,"cemento, gravilla","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,si,si,si,no,no,no,no,no,si,no,si,si,no,nunca,peor,no,no,control sobre algunas decisiones,muy probable,si
2013_pue_447,1.0,puerto colombia,447.0,3.0,3.0,0.0,0.0,0.0,3.0,no,0.0,básica secundaria,0.0,1.0,no,casa,3.0,no,no,si,si,"baldosín, ladrillo, vinisol, ladrillo, otros sintéticos","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,si,no,si,no,no,no,no,si,no,no,si,si,no,a veces,mejor,no,no,control sobre algunas decisiones,poco probable,si
2013_pue_448,1.0,puerto colombia,448.0,3.0,2.0,1.0,0.0,0.0,2.0,no,0.0,básica secundaria,0.0,2.0,si,casa,3.0,no,no,si,si,"baldosín, ladrillo, vinisol, ladrillo, otros sintéticos","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,si,si,si,no,no,no,no,no,si,no,si,si,no,raramente,igual,no,no,control sobre la mayoría de decisiones,algo probable,no
2013_pue_449,2.0,puerto colombia,449.0,6.0,2.0,4.0,4.0,0.0,2.0,no,4.0,básica secundaria,0.0,2.0,si,casa,4.0,no,no,si,si,"baldosín, ladrillo, vinisol, ladrillo, otros sintéticos","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,si,si,si,no,no,si,no,si,si,no,si,si,no,a veces,igual,no,no,control sobre la mayoría de decisiones,poco probable,no
2013_pue_450,1.0,puerto colombia,450.0,3.0,3.0,0.0,1.0,0.0,2.0,no,1.0,básica secundaria,1.0,1.0,no,casa,2.0,no,no,si,si,"cemento, gravilla","tapia pisada, adobe",gas natural domiciliario,si,si,no,si,no,no,si,no,no,si,no,si,si,no,a veces,igual,no,si,control sobre la mayoría de decisiones,algo probable,no
2013_pue_451,2.0,puerto colombia,451.0,3.0,2.0,1.0,1.0,0.0,2.0,no,1.0,básica secundaria,0.0,1.0,no,casa,3.0,no,no,si,si,"cemento, gravilla","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,si,no,si,no,no,no,no,no,si,no,si,no,no,a veces,igual,no,si,control sobre todas las decisiones,algo probable,no
2013_pue_452,1.0,puerto colombia,452.0,3.0,2.0,1.0,1.0,0.0,2.0,no,2.0,básica secundaria,0.0,1.0,no,apartamento,2.0,no,no,si,si,"cemento, gravilla","tapia pisada, adobe",gas natural domiciliario,si,si,si,si,no,no,no,no,si,no,no,si,si,no,a veces,igual,no,no,control sobre muy pocas decisiones,algo probable,si
2013_pue_453,2.0,puerto colombia,453.0,4.0,2.0,2.0,2.0,0.0,1.0,no,3.0,básica secundaria,0.0,1.0,si,casa,4.0,no,no,si,si,"baldosín, ladrillo, vinisol, ladrillo, otros sintéticos","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,si,no,si,no,no,no,no,no,si,no,si,si,no,raramente,igual,no,no,control sobre la mayoría de decisiones,poco probable,no
2013_pue_454,1.0,puerto colombia,454.0,4.0,2.0,2.0,2.0,0.0,2.0,no,2.0,básica secundaria,1.0,1.0,no,casa,2.0,no,no,si,si,"baldosín, ladrillo, vinisol, ladrillo, otros sintéticos","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,si,si,si,no,no,no,no,no,no,no,si,si,no,a veces,igual,no,si,control sobre la mayoría de decisiones,algo probable,si
2013_pue_455,1.0,puerto colombia,455.0,4.0,3.0,1.0,0.0,0.0,4.0,no,2.0,básica secundaria,0.0,1.0,no,apartamento,2.0,no,no,si,si,"baldosín, ladrillo, vinisol, ladrillo, otros sintéticos","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,no,si,si,no,no,no,no,no,no,no,si,si,no,a veces,peor,no,si,control sobre la mayoría de decisiones,muy probable,no
2013_pue_456,2.0,puerto colombia,456.0,5.0,2.0,3.0,2.0,1.0,2.0,no,2.0,básica secundaria,1.0,2.0,no,casa,3.0,no,no,si,si,"baldosín, ladrillo, vinisol, ladrillo, otros sintéticos","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,si,no,si,no,no,no,no,no,si,si,si,si,no,a veces,mejor,no,no,control sobre algunas decisiones,poco probable,no
2013_pue_457,2.0,puerto colombia,457.0,4.0,2.0,2.0,1.0,0.0,3.0,no,1.0,básica secundaria,4.0,3.0,no,casa,2.0,no,no,si,si,"baldosín, ladrillo, vinisol, ladrillo, otros sintéticos","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,si,si,si,si,no,si,no,no,si,si,si,si,no,nunca,igual,no,no,control sobre todas las decisiones,algo probable,no
2013_pue_458,2.0,puerto colombia,458.0,4.0,1.0,3.0,2.0,0.0,2.0,no,2.0,básica secundaria,0.0,1.0,no,casa,3.0,no,no,si,si,"cemento, gravilla","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,no,si,si,si,no,no,no,si,no,no,si,no,no,raramente,igual,no,no,control sobre todas las decisiones,algo probable,no
2013_pue_459,1.0,puerto colombia,459.0,5.0,2.0,3.0,2.0,0.0,3.0,no,2.0,básica secundaria,0.0,1.0,si,casa,4.0,no,no,si,si,"cemento, gravilla","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,no,no,si,si,no,no,no,no,no,no,si,no,no,a veces,mejor,no,si,control sobre todas las decisiones,poco probable,no
2013_pue_460,1.0,puerto colombia,460.0,4.0,2.0,2.0,2.0,0.0,2.0,no,2.0,básica secundaria,0.0,1.0,si,casa,4.0,no,no,si,si,"cemento, gravilla","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,si,si,si,no,no,no,no,no,no,no,si,no,no,a veces,igual,no,no,control sobre muy pocas decisiones,algo probable,si
2013_pue_461,2.0,puerto colombia,461.0,3.0,1.0,2.0,0.0,2.0,1.0,no,0.0,básica secundaria,0.0,1.0,si,casa,3.0,no,no,si,si,"cemento, gravilla","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,si,si,si,no,no,no,no,no,si,no,si,si,no,a veces,igual,no,no,control sobre algunas decisiones,algo probable,si
2013_pue_462,2.0,puerto colombia,462.0,4.0,2.0,2.0,2.0,0.0,2.0,no,2.0,básica secundaria,0.0,2.0,no,casa,3.0,no,no,si,si,"cemento, gravilla","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,si,si,si,no,no,no,no,no,no,no,si,no,no,a veces,igual,no,no,control sobre muy pocas decisiones,algo probable,si
2013_pue_463,2.0,puerto colombia,463.0,6.0,3.0,3.0,3.0,1.0,2.0,no,3.0,básica secundaria,1.0,2.0,si,casa,3.0,no,no,si,si,"cemento, gravilla","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,no,si,si,no,no,no,no,no,no,no,si,si,no,a veces,igual,no,no,control sobre muy pocas decisiones,muy probable,si
2013_pue_464,2.0,puerto colombia,464.0,3.0,1.0,2.0,1.0,2.0,0.0,no,1.0,básica secundaria,0.0,1.0,no,casa,4.0,no,no,si,si,"cemento, gravilla","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,si,si,si,no,no,no,no,no,si,no,si,no,no,a veces,igual,no,no,control sobre muy pocas decisiones,poco probable,si
2013_pue_465,2.0,puerto colombia,465.0,4.0,3.0,1.0,1.0,0.0,2.0,no,2.0,básica secundaria,0.0,2.0,si,casa,4.0,no,no,si,si,"cemento, gravilla","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,si,no,si,no,no,no,no,no,no,no,si,no,no,raramente,mejor,no,no,control sobre algunas decisiones,poco probable,no
2013_pue_466,1.0,puerto colombia,466.0,4.0,2.0,2.0,1.0,0.0,3.0,no,1.0,básica secundaria,0.0,2.0,si,casa,3.0,no,no,si,si,"baldosín, ladrillo, vinisol, ladrillo, otros sintéticos","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,si,si,si,no,no,no,no,no,si,no,si,si,no,raramente,igual,no,no,control sobre la mayoría de decisiones,algo probable,no
2013_pue_467,2.0,puerto colombia,467.0,6.0,4.0,2.0,2.0,2.0,2.0,no,2.0,básica secundaria,0.0,2.0,si,casa,2.0,no,no,si,si,"cemento, gravilla","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,si,no,si,no,no,no,no,no,si,no,si,si,no,a veces,igual,no,no,control sobre muy pocas decisiones,algo probable,si
2013_pue_468,2.0,puerto colombia,468.0,4.0,3.0,1.0,2.0,0.0,2.0,no,2.0,básica secundaria,0.0,2.0,si,casa,4.0,no,no,si,si,"cemento, gravilla","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,si,si,si,no,no,no,no,no,no,no,si,no,no,raramente,igual,no,no,control sobre muy pocas decisiones,algo probable,si
2013_pue_469,2.0,puerto colombia,469.0,4.0,3.0,1.0,2.0,0.0,2.0,no,2.0,básica secundaria,0.0,1.0,si,casa,4.0,no,no,si,si,"baldosín, ladrillo, vinisol, ladrillo, otros sintéticos","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,no,si,si,no,no,no,no,no,no,no,si,no,no,raramente,igual,no,no,control sobre muy pocas decisiones,muy probable,si
2013_pue_470,2.0,puerto colombia,470.0,3.0,3.0,0.0,1.0,0.0,2.0,no,1.0,básica secundaria,0.0,2.0,si,casa,3.0,no,no,si,si,"baldosín, ladrillo, vinisol, ladrillo, otros sintéticos","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,si,no,si,no,no,no,no,no,si,no,si,si,no,a veces,igual,no,no,control sobre la mayoría de decisiones,muy probable,no
2013_pue_471,2.0,puerto colombia,471.0,5.0,3.0,2.0,3.0,0.0,2.0,no,3.0,básica secundaria,0.0,2.0,si,casa,3.0,no,no,si,si,"cemento, gravilla","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,si,no,si,no,no,no,no,no,si,no,si,no,no,a veces,igual,no,no,control sobre la mayoría de decisiones,muy probable,no
2013_pue_472,2.0,puerto colombia,472.0,4.0,2.0,2.0,2.0,0.0,2.0,no,2.0,básica secundaria,0.0,1.0,no,casa,4.0,no,no,si,si,"cemento, gravilla","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,si,no,si,no,no,no,no,no,no,no,si,si,no,raramente,igual,no,no,control sobre muy pocas decisiones,algo probable,no
2013_pue_473,2.0,puerto colombia,473.0,2.0,1.0,1.0,0.0,2.0,0.0,no,0.0,básica secundaria,0.0,0.0,si,apartamento,3.0,no,no,si,si,"baldosín, ladrillo, vinisol, ladrillo, otros sintéticos","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,si,si,si,no,no,no,no,no,no,no,si,no,no,a veces,igual,no,si,control sobre muy pocas decisiones,algo probable,no
2013_pue_474,2.0,puerto colombia,474.0,4.0,1.0,3.0,1.0,0.0,3.0,no,1.0,básica secundaria,0.0,2.0,si,casa,4.0,no,no,si,si,"baldosín, ladrillo, vinisol, ladrillo, otros sintéticos","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,si,si,si,no,no,no,no,no,si,no,si,no,no,a veces,igual,no,no,control sobre la mayoría de decisiones,algo probable,no
2013_pue_475,1.0,puerto colombia,475.0,2.0,1.0,1.0,0.0,2.0,0.0,no,0.0,media,1.0,0.0,si,casa,3.0,no,no,si,si,"baldosín, ladrillo, vinisol, ladrillo, otros sintéticos","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,si,si,si,no,no,no,no,no,si,no,si,si,no,raramente,igual,no,si,control sobre algunas decisiones,algo probable,no
2013_pue_476,2.0,puerto colombia,476.0,4.0,1.0,3.0,2.0,0.0,2.0,no,2.0,básica secundaria,0.0,1.0,si,casa,4.0,no,no,si,si,"cemento, gravilla","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,no,si,si,no,no,no,no,no,no,no,si,no,no,a veces,igual,no,si,control sobre algunas decisiones,muy probable,no
2013_pue_477,2.0,puerto colombia,477.0,4.0,0.0,4.0,1.0,1.0,2.0,no,1.0,básica secundaria,0.0,2.0,si,casa,4.0,no,no,si,si,"baldosín, ladrillo, vinisol, ladrillo, otros sintéticos","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,si,si,si,no,no,no,no,no,no,no,si,no,no,a veces,igual,no,no,control sobre algunas decisiones,muy probable,no
2013_pue_478,2.0,puerto colombia,478.0,3.0,2.0,1.0,1.0,0.0,2.0,no,1.0,básica secundaria,0.0,1.0,si,casa,3.0,no,no,si,si,"cemento, gravilla","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,si,si,si,no,no,no,no,no,no,no,si,no,no,raramente,igual,no,si,control sobre muy pocas decisiones,poco probable,si
2013_sol_480,2.0,soledad,480.0,2.0,1.0,1.0,0.0,0.0,2.0,no,0.0,universitaria,2.0,2.0,no,casa,3.0,no,no,si,si,"cemento, gravilla","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,si,si,si,no,no,no,no,no,si,si,si,no,no,a veces,peor,no,no,control sobre algunas decisiones,muy probable,si
2013_sol_481,2.0,soledad,481.0,4.0,3.0,1.0,0.0,0.0,4.0,no,1.0,universitaria,2.0,3.0,no,casa,5.0,no,no,si,si,"baldosín, ladrillo, vinisol, ladrillo, otros sintéticos","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,si,si,si,si,no,no,no,si,si,no,si,no,no,a veces,igual,si,si,control sobre algunas decisiones,algo probable,no
2013_sol_482,2.0,soledad,482.0,3.0,2.0,1.0,1.0,0.0,2.0,no,2.0,básica secundaria,0.0,1.0,si,casa,3.0,no,no,si,si,"baldosín, ladrillo, vinisol, ladrillo, otros sintéticos","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,si,si,si,no,no,no,no,no,si,no,si,no,no,a veces,peor,si,si,control sobre la mayoría de decisiones,algo probable,si
2013_sol_483,1.0,soledad,483.0,5.0,3.0,2.0,1.0,0.0,4.0,si,1.0,media,1.0,2.0,no,casa,4.0,no,no,si,si,"baldosín, ladrillo, vinisol, ladrillo, otros sintéticos","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,si,si,si,no,no,no,no,no,si,si,si,no,no,a veces,mejor,si,si,control sobre la mayoría de decisiones,poco probable,si
2013_sol_484,1.0,soledad,484.0,5.0,3.0,2.0,3.0,0.0,2.0,no,3.0,básica secundaria,1.0,1.0,no,casa,4.0,no,no,si,no,"baldosín, ladrillo, vinisol, ladrillo, otros sintéticos","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas propano (en cilindro o pipeta),si,si,no,si,no,no,no,no,si,si,no,si,no,no,a veces,igual,no,si,control sobre la mayoría de decisiones,poco probable,si
2013_sol_485,2.0,soledad,485.0,2.0,1.0,1.0,0.0,1.0,1.0,no,0.0,media,1.0,1.0,no,casa,3.0,no,no,si,si,"baldosín, ladrillo, vinisol, ladrillo, otros sintéticos","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,si,si,si,no,no,no,no,si,no,no,si,no,no,a menudo,peor,no,si,control sobre muy pocas decisiones,algo probable,si
2013_sol_486,1.0,soledad,486.0,7.0,3.0,4.0,2.0,1.0,4.0,no,2.0,básica secundaria,1.0,3.0,si,casa,5.0,no,no,si,si,"baldosín, ladrillo, vinisol, ladrillo, otros sintéticos","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,no,si,si,no,no,no,no,si,si,no,si,no,no,a veces,peor,no,si,control sobre algunas decisiones,algo probable,si
2013_sol_487,2.0,soledad,487.0,8.0,5.0,3.0,3.0,0.0,5.0,si,2.0,media,4.0,4.0,si,casa,4.0,no,no,si,si,"baldosín, ladrillo, vinisol, ladrillo, otros sintéticos","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,no,no,si,si,si,no,no,si,no,no,no,si,no,no,a menudo,peor,si,no,control sobre la mayoría de decisiones,algo probable,no
2013_sol_488,2.0,soledad,488.0,5.0,2.0,3.0,2.0,0.0,3.0,no,2.0,básica secundaria,3.0,3.0,si,casa,4.0,no,no,si,si,"baldosín, ladrillo, vinisol, ladrillo, otros sintéticos","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,no,no,si,no,no,no,no,no,no,no,si,no,no,a menudo,peor,no,si,control sobre algunas decisiones,poco probable,no
2013_sol_489,2.0,soledad,489.0,4.0,2.0,2.0,0.0,1.0,3.0,no,0.0,básica secundaria,1.0,2.0,no,casa,4.0,no,no,si,si,"baldosín, ladrillo, vinisol, ladrillo, otros sintéticos","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,si,si,si,no,no,no,no,no,no,no,si,no,no,raramente,peor,si,si,control sobre algunas decisiones,algo probable,no
2013_sol_490,2.0,soledad,490.0,3.0,2.0,1.0,1.0,0.0,2.0,no,2.0,universitaria,0.0,1.0,si,casa,4.0,no,no,si,si,"baldosín, ladrillo, vinisol, ladrillo, otros sintéticos","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,si,si,si,si,no,no,no,si,si,no,si,no,no,raramente,mejor,no,si,control sobre la mayoría de decisiones,poco probable,no
2013_sol_491,2.0,soledad,491.0,5.0,3.0,2.0,2.0,2.0,1.0,si,1.0,básica secundaria,3.0,0.0,si,casa,4.0,no,no,si,si,"baldosín, ladrillo, vinisol, ladrillo, otros sintéticos","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,si,si,si,si,no,no,no,no,si,no,si,no,no,a menudo,peor,si,si,control sobre algunas decisiones,poco probable,si
2013_sol_492,2.0,soledad,492.0,2.0,1.0,1.0,0.0,1.0,1.0,no,0.0,media,2.0,1.0,no,casa,4.0,no,no,si,si,"baldosín, ladrillo, vinisol, ladrillo, otros sintéticos","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,no,si,si,si,no,no,no,no,no,si,no,si,no,no,a veces,peor,no,si,ningún control,poco probable,si
2013_sol_493,2.0,soledad,493.0,1.0,0.0,1.0,0.0,0.0,0.0,no,0.0,media,0.0,0.0,si,casa,4.0,no,no,si,si,"baldosín, ladrillo, vinisol, ladrillo, otros sintéticos","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,si,si,si,si,no,no,no,no,si,no,si,no,no,nunca,igual,si,si,control sobre todas las decisiones,algo probable,si
2013_sol_494,2.0,soledad,494.0,4.0,1.0,3.0,2.0,0.0,2.0,no,2.0,básica secundaria,0.0,2.0,si,apartamento,3.0,no,no,si,si,"baldosín, ladrillo, vinisol, ladrillo, otros sintéticos","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,no,si,si,si,no,no,no,no,no,no,no,si,no,no,a veces,mejor,si,si,control sobre algunas decisiones,muy poco probable,si
2013_sol_495,2.0,soledad,495.0,3.0,1.0,2.0,0.0,0.0,2.0,no,2.0,básica secundaria,0.0,2.0,si,casa,4.0,no,no,si,si,"baldosín, ladrillo, vinisol, ladrillo, otros sintéticos","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,si,si,si,si,no,no,no,si,no,no,si,no,no,a veces,peor,no,no,control sobre la mayoría de decisiones,algo probable,si
2013_sol_496,2.0,soledad,496.0,4.0,2.0,2.0,2.0,0.0,2.0,no,2.0,media,0.0,1.0,no,casa,3.0,no,no,si,si,"baldosín, ladrillo, vinisol, ladrillo, otros sintéticos","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,no,si,si,si,no,no,no,si,no,no,si,no,no,a veces,peor,no,si,control sobre la mayoría de decisiones,poco probable,si
2013_sol_497,1.0,soledad,497.0,3.0,2.0,1.0,1.0,0.0,2.0,no,0.0,básica secundaria,0.0,1.0,no,cuarto(s),1.0,no,no,si,si,"cemento, gravilla","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,no,no,no,si,no,no,no,no,no,no,no,si,no,no,a veces,igual,si,si,control sobre algunas decisiones,poco probable,si
2013_sol_498,2.0,soledad,498.0,5.0,1.0,4.0,2.0,1.0,2.0,no,2.0,media,0.0,1.0,si,casa,4.0,no,no,si,si,"baldosín, ladrillo, vinisol, ladrillo, otros sintéticos","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,si,si,si,si,no,no,no,no,si,no,si,no,no,raramente,mejor,si,si,control sobre algunas decisiones,algo probable,no
2013_sol_499,2.0,soledad,499.0,4.0,2.0,2.0,2.0,0.0,2.0,no,1.0,media,1.0,2.0,si,casa,4.0,no,no,si,si,"baldosín, ladrillo, vinisol, ladrillo, otros sintéticos","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,si,si,si,si,no,no,no,no,no,no,si,no,no,raramente,peor,si,no,control sobre la mayoría de decisiones,algo probable,no
2013_sol_500,2.0,soledad,500.0,6.0,4.0,2.0,2.0,1.0,3.0,no,3.0,media,0.0,2.0,si,casa,5.0,no,no,si,si,"baldosín, ladrillo, vinisol, ladrillo, otros sintéticos","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,si,si,si,si,no,no,no,no,si,si,no,no,no,raramente,igual,si,si,control sobre algunas decisiones,muy poco probable,si
2013_sol_501,2.0,soledad,501.0,3.0,2.0,1.0,0.0,0.0,3.0,no,3.0,universitaria,0.0,3.0,no,casa,3.0,no,no,si,si,"cemento, gravilla","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,si,si,si,si,no,no,no,si,si,no,si,no,no,a veces,igual,no,no,control sobre la mayoría de decisiones,muy probable,no
2013_sol_502,2.0,soledad,502.0,2.0,1.0,1.0,0.0,0.0,2.0,no,0.0,universitaria,0.0,1.0,si,casa,3.0,no,no,si,si,"baldosín, ladrillo, vinisol, ladrillo, otros sintéticos","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,si,si,si,no,no,no,no,no,si,no,si,no,no,raramente,mejor,no,si,control sobre la mayoría de decisiones,algo probable,no
2013_sol_503,2.0,soledad,503.0,8.0,3.0,5.0,3.0,0.0,5.0,no,4.0,media,0.0,2.0,si,casa,4.0,no,no,si,si,"baldosín, ladrillo, vinisol, ladrillo, otros sintéticos","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,no,si,si,no,no,no,no,si,no,no,si,no,no,siempre,igual,no,si,control sobre todas las decisiones,muy probable,si
2013_sol_504,2.0,soledad,504.0,2.0,1.0,1.0,1.0,0.0,1.0,no,1.0,media,0.0,1.0,si,apartamento,3.0,no,no,si,si,"cemento, gravilla","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,si,si,si,si,no,no,no,no,no,no,si,no,no,siempre,igual,no,no,control sobre algunas decisiones,algo probable,si
2013_sol_505,2.0,soledad,505.0,2.0,1.0,1.0,0.0,0.0,2.0,no,0.0,media,0.0,2.0,no,casa,3.0,no,no,si,si,"baldosín, ladrillo, vinisol, ladrillo, otros sintéticos","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,si,si,si,si,no,no,no,si,no,no,si,no,no,nunca,igual,si,si,control sobre la mayoría de decisiones,algo probable,si
2013_sol_506,2.0,soledad,506.0,5.0,2.0,3.0,2.0,0.0,3.0,si,2.0,básica secundaria,0.0,3.0,si,casa,4.0,no,no,si,si,"baldosín, ladrillo, vinisol, ladrillo, otros sintéticos","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,si,no,si,no,no,no,no,no,no,no,si,no,no,raramente,peor,no,no,control sobre algunas decisiones,muy poco probable,no
2013_sol_507,2.0,soledad,507.0,8.0,2.0,6.0,3.0,0.0,5.0,si,4.0,media,0.0,1.0,si,casa,4.0,no,no,si,si,"baldosín, ladrillo, vinisol, ladrillo, otros sintéticos","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,no,si,si,si,no,no,no,no,no,no,no,si,no,no,a veces,peor,no,si,control sobre algunas decisiones,algo probable,si
2013_sol_508,2.0,soledad,508.0,4.0,3.0,1.0,0.0,0.0,3.0,no,2.0,media,0.0,1.0,si,casa,4.0,no,no,si,si,"alfombra, tapete, parqué, mármol, madera pulida","tapia pisada, adobe",gas natural domiciliario,si,no,si,si,si,no,no,no,no,si,no,si,no,no,raramente,mejor,si,si,control sobre la mayoría de decisiones,poco probable,no
2013_sol_509,2.0,soledad,509.0,4.0,3.0,1.0,0.0,1.0,3.0,no,0.0,básica secundaria,2.0,1.0,si,casa,4.0,no,no,si,si,"baldosín, ladrillo, vinisol, ladrillo, otros sintéticos","ladrillo, bloque, material prefabricado, piedra, madera pulida",gas natural domiciliario,si,no,si,si,si,no,no,no,no,no,no,si,no,no,a veces,mejor,si,no,control sobre muy pocas decisiones,algo probable,no
